g.nR.d	g.nR.s	l.cnt	g_entrez_emt	g_tcga_gbm	g_escSig_eed	g_escSig_esTF	g_escSig_exp1	g_escSig_exp2	g_escSig_h3k27	g_escSig_myc	g_escSig_nanog	g_escSig_nos	g_escSig_oct4	g_escSig_prc2	g_escSig_sox2	g_escSig_suz12	g_fa	g_scm_pluri	g_siR	g_entrez_Ca
399717	FLJ45983	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
399947	LOC399947	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
400120	LOC400120	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
400591	FLJ44815	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
400765	FLJ35409	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
403312	MGC39545	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
405753	DUOXA2	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
431707	LHX8	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
440482	MGC26718	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
440730	TRIM67	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
440804	LOC440804	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
441413	LOC441413	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
441425	ANKRD20A3	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
441426	LOC441426	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
441430	ANKRD20A2	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
441459	ANKRD18B	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
98	ACYP2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	AHR	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	AIM1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
406	ARNTL	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
427	ASAH1	3	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
483	ATP1B3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
799	CALCR	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
816	CAMK2B	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
860	RUNX2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1124	CHN2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1155	TBCB	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1303	COL12A1	6	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0
1310	COL19A1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1482	NKX2-5	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
1509	CTSD	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1687	DFNA5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1749	DLX5	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1815	DRD4	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
1832	DSP	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1879	EBF1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1936	EEF1D	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1938	EEF2	3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
1994	ELAVL1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2070	EYA4	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2128	EVX1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2193	FARSA	3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
2255	FGF10	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2295	FOXF2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2296	FOXC1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2353	FOS	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2519	FUCA2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2561	GABRB2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2571	GAD1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2830	GPR6	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2869	GRK5	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2913	GRM3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2941	GSTA4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3005	H1F0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3090	HIC1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3093	HIP2	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3105	HLA-A	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3106	HLA-B	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3107	HLA-C	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3198	HOXA1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3199	HOXA2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3200	HOXA3	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3201	HOXA4	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3203	HOXA6	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3204	HOXA7	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3205	HOXA9	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3206	HOXA10	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3209	HOXA13	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3303	HSPA1A	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3304	HSPA1B	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3305	HSPA1L	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3351	HTR1B	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3354	HTR1E	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3490	IGFBP7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3625	INHBB	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3631	INPP4A	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3784	KCNQ1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4004	LMO1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4215	MAP3K3	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4217	MAP3K5	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4277	MICB	4	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
4602	MYB	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
4670	HNRPM	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4880	NPPC	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4885	NPTX2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5026	P2RX5	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
5151	PDE8A	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5438	POLR2I	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5454	POU3F2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5514	PPP1R10	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5649	RELN	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6387	CXCL12	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6424	SFRP4	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6492	SIM1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6581	SLC22A3	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
6649	SOD3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6660	SOX5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6862	T	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6863	TAC1	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
6890	TAP1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6939	TCF15	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6943	TCF21	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7021	TFAP2B	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7039	TGFA	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7101	NR2E1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7274	TTPA	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7425	VGF	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7546	ZIC2	7	0	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0
7941	PLA2G7	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
8175	SF3A2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8289	ARID1A	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8294	HIST1H4I	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8317	CDC7	6	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0
8321	FZD1	3	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
8325	FZD8	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
8329	HIST1H2AI	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8330	HIST1H2AK	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8332	HIST1H2AL	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8336	HIST1H2AM	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8337	HIST2H2AA3	4	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
8340	HIST1H2BL	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8348	HIST1H2BO	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8350	HIST1H3A	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8351	HIST1H3D	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8352	HIST1H3C	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8353	HIST1H3E	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8354	HIST1H3I	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8355	HIST1H3G	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8356	HIST1H3J	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8357	HIST1H3H	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8358	HIST1H3B	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8359	HIST1H4A	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8360	HIST1H4D	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8361	HIST1H4F	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8362	HIST1H4K	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8363	HIST1H4J	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8364	HIST1H4C	3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
8365	HIST1H4H	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8366	HIST1H4B	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8367	HIST1H4E	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8368	HIST1H4L	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8370	HIST2H4A	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8614	STC2	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
8718	TNFRSF25	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8725	C19orf2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8788	DLK1	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
8968	HIST1H3F	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8969	HIST1H2AG	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8976	WASL	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
9148	NEURL	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9247	GCM2	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
9263	STK17A	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9331	B4GALT6	4	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
9421	HAND1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9622	KLK4	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9628	RGS6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9643	MORF4L2	3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
9787	DLG7	3	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
9788	MTSS1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
9805	SCRN1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9837	GINS1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
9863	MAGI2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9892	SNAP91	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10017	BCL2L10	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10138	YAF2	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
10154	PLXNC1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10200	MPHOSPH6	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10255	HCG9	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10351	ABCA8	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10458	BAIAP2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10525	HYOU1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10607	TBL3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10664	CTCF	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10846	PDE10A	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10914	PAPOLA	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10981	RAB32	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11147	HHLA3	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
11149	BVES	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11213	IRAK3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11247	NXPH4	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
11338	U2AF2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22898	DENND3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22981	RP4-691N24.1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
23129	PLXND1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23174	ZCCHC14	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
23469	PHF3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23524	SRRM2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26053	AUTS2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
26156	RSL1D1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26574	AATF	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
27152	INTU	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27166	PRELID1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28973	MRPS18B	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
29796	UCRC	4	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
29906	ST8SIA5	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
30012	TLX3	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
51003	MED31	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
51299	NRN1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
51341	ZBTB7A	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
51513	ETV7	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
51531	C9orf156	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51633	OTUD6B	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53346	TM6SF1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53405	CLIC5	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
53832	IL20RA	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53917	RAB24	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54566	EPB41L4B	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
54766	BTG4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54805	CNNM2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
54877	ZCCHC2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54898	ELOVL2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
55111	PLEKHJ1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55157	DARS2	3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
55164	SHQ1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55568	GALNT10	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
55629	PNRC2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55741	EDEM2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
55795	PCID2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55829	SELS	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55954	ZMAT5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56479	KCNQ5	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
56675	NRIP3	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
57057	TBX20	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
57211	GPR126	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57470	LRRC47	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57497	LRFN2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
57537	SORCS2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57575	PCDH10	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
59277	NTN4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59336	PRDM13	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
60468	BACH2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63925	ZNF335	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
63947	DMRTC1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63978	PRDM14	8	0	0	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0
64761	PARP12	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65110	UPF3A	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79022	TMEM106C	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
79135	APOO	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79627	OGFRL1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79689	STEAP4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79745	CLIP4	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
79852	ABHD9	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
80129	C6orf97	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80199	FUZ	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80328	ULBP2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
80329	ULBP1	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
81532	HCCA2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81573	ANKRD13C	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81620	CDT1	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
81706	PPP1R14C	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
81786	TRIM7	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
83741	TFAP2D	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
83858	ATAD3B	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83983	TSSK6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84249	PSD2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
84275	SLC25A33	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84539	MCHR2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84624	FNDC1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
84870	RSPO3	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
84948	TIGD5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85235	HIST1H2AH	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85236	HIST1H2BK	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85477	SCIN	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
89822	KCNK17	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
90843	TCEAL8	3	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
91373	UAP1L1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91687	CENPL	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94234	FOXQ1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
116236	LOC116236	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121504	HIST4H4	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
122416	ANKRD9	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130074	LOC130074	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130399	ACVR1C	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134549	SHROOM1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136288	C7orf57	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138715	ARID3C	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
139818	DOCK11	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144699	FBXL14	4	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
147015	DHRS13	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152007	C9orf19	3	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
154215	NKAIN2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
157378	TMEM65	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167826	OLIG3	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
196740	C10orf72	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200407	CREG2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203429	CXorf50	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220441	RNF152	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221037	JMJD1C	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221662	RBM24	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221938	MMD2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
222546	RFXDC1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
222663	SCUBE3	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
222894	FERD3L	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
